,n,p,d,seed,method,Coverage
0,250,10,1,0,Sandwich,1.0
1,250,10,1,0,Variational Fisher,0.3
2,250,10,1,1,Sandwich,0.9
3,250,10,1,1,Variational Fisher,0.5
4,250,10,1,2,Sandwich,1.0
5,250,10,1,2,Variational Fisher,0.3
6,250,10,1,3,Sandwich,1.0
7,250,10,1,3,Variational Fisher,0.1
8,250,10,1,4,Sandwich,1.0
9,250,10,1,4,Variational Fisher,0.2
10,250,10,1,5,Sandwich,0.9
11,250,10,1,5,Variational Fisher,0.4
12,250,10,1,6,Sandwich,0.9
13,250,10,1,6,Variational Fisher,0.3
14,250,10,1,7,Sandwich,1.0
15,250,10,1,7,Variational Fisher,0.4
16,250,10,1,8,Sandwich,0.8
17,250,10,1,8,Variational Fisher,0.1
18,250,10,1,9,Sandwich,0.9
19,250,10,1,9,Variational Fisher,0.2
20,250,10,1,10,Sandwich,1.0
21,250,10,1,10,Variational Fisher,0.5
22,250,10,1,11,Sandwich,1.0
23,250,10,1,11,Variational Fisher,0.1
24,250,10,1,12,Sandwich,0.9
25,250,10,1,12,Variational Fisher,0.1
26,250,10,1,13,Sandwich,0.8
27,250,10,1,13,Variational Fisher,0.3
28,250,10,1,14,Sandwich,1.0
29,250,10,1,14,Variational Fisher,0.2
30,250,10,1,15,Sandwich,0.8
31,250,10,1,15,Variational Fisher,0.1
32,250,10,1,16,Sandwich,0.8
33,250,10,1,16,Variational Fisher,0.0
34,250,10,1,17,Sandwich,0.9
35,250,10,1,17,Variational Fisher,0.2
36,250,10,1,18,Sandwich,0.9
37,250,10,1,18,Variational Fisher,0.0
38,250,10,1,19,Sandwich,0.9
39,250,10,1,19,Variational Fisher,0.2
40,250,10,2,0,Sandwich,1.0
41,250,10,2,0,Variational Fisher,0.15
42,250,10,2,1,Sandwich,0.95
43,250,10,2,1,Variational Fisher,0.3
44,250,10,2,2,Sandwich,1.0
45,250,10,2,2,Variational Fisher,0.25
46,250,10,2,3,Sandwich,0.95
47,250,10,2,3,Variational Fisher,0.15
48,250,10,2,4,Sandwich,0.85
49,250,10,2,4,Variational Fisher,0.25
50,250,10,2,5,Sandwich,0.9
51,250,10,2,5,Variational Fisher,0.2
52,250,10,2,6,Sandwich,0.95
53,250,10,2,6,Variational Fisher,0.35
54,250,10,2,7,Sandwich,0.95
55,250,10,2,7,Variational Fisher,0.3
56,250,10,2,8,Sandwich,0.85
57,250,10,2,8,Variational Fisher,0.15
58,250,10,2,9,Sandwich,1.0
59,250,10,2,9,Variational Fisher,0.15
60,250,10,2,10,Sandwich,0.9
61,250,10,2,10,Variational Fisher,0.2
62,250,10,2,11,Sandwich,0.85
63,250,10,2,11,Variational Fisher,0.25
64,250,10,2,12,Sandwich,0.9
65,250,10,2,12,Variational Fisher,0.3
66,250,10,2,13,Sandwich,0.9
67,250,10,2,13,Variational Fisher,0.05
68,250,10,2,14,Sandwich,0.9
69,250,10,2,14,Variational Fisher,0.15
70,250,10,2,15,Sandwich,0.8
71,250,10,2,15,Variational Fisher,0.1
72,250,10,2,16,Sandwich,0.9
73,250,10,2,16,Variational Fisher,0.15
74,250,10,2,17,Sandwich,0.9
75,250,10,2,17,Variational Fisher,0.15
76,250,10,2,18,Sandwich,0.95
77,250,10,2,18,Variational Fisher,0.2
78,250,10,2,19,Sandwich,0.9
79,250,10,2,19,Variational Fisher,0.25
80,250,10,3,0,Sandwich,0.9333333333333333
81,250,10,3,0,Variational Fisher,0.4
82,250,10,3,1,Sandwich,0.9666666666666667
83,250,10,3,1,Variational Fisher,0.16666666666666666
84,250,10,3,2,Sandwich,0.8333333333333334
85,250,10,3,2,Variational Fisher,0.13333333333333333
86,250,10,3,3,Sandwich,1.0
87,250,10,3,3,Variational Fisher,0.16666666666666666
88,250,10,3,4,Sandwich,0.9333333333333333
89,250,10,3,4,Variational Fisher,0.23333333333333334
90,250,10,3,5,Sandwich,0.9333333333333333
91,250,10,3,5,Variational Fisher,0.2
92,250,10,3,6,Sandwich,0.9333333333333333
93,250,10,3,6,Variational Fisher,0.2
94,250,10,3,7,Sandwich,0.9
95,250,10,3,7,Variational Fisher,0.3333333333333333
96,250,10,3,8,Sandwich,0.8
97,250,10,3,8,Variational Fisher,0.06666666666666667
98,250,10,3,9,Sandwich,0.9333333333333333
99,250,10,3,9,Variational Fisher,0.23333333333333334
100,250,10,3,10,Sandwich,0.8333333333333334
101,250,10,3,10,Variational Fisher,0.26666666666666666
102,250,10,3,11,Sandwich,0.9
103,250,10,3,11,Variational Fisher,0.1
104,250,10,3,12,Sandwich,0.8333333333333334
105,250,10,3,12,Variational Fisher,0.2
106,250,10,3,13,Sandwich,0.9333333333333333
107,250,10,3,13,Variational Fisher,0.3
108,250,10,3,14,Sandwich,0.9333333333333333
109,250,10,3,14,Variational Fisher,0.3333333333333333
110,250,10,3,15,Sandwich,0.7
111,250,10,3,15,Variational Fisher,0.06666666666666667
112,250,10,3,16,Sandwich,0.8666666666666667
113,250,10,3,16,Variational Fisher,0.16666666666666666
114,250,10,3,17,Sandwich,0.8666666666666667
115,250,10,3,17,Variational Fisher,0.23333333333333334
116,250,10,3,18,Sandwich,0.9
117,250,10,3,18,Variational Fisher,0.13333333333333333
118,250,10,3,19,Sandwich,0.9333333333333333
119,250,10,3,19,Variational Fisher,0.26666666666666666
120,250,10,4,0,Sandwich,0.825
121,250,10,4,0,Variational Fisher,0.2
122,250,10,4,1,Sandwich,0.975
123,250,10,4,1,Variational Fisher,0.25
124,250,10,4,2,Sandwich,0.925
125,250,10,4,2,Variational Fisher,0.175
126,250,10,4,3,Sandwich,0.875
127,250,10,4,3,Variational Fisher,0.15
128,250,10,4,4,Sandwich,0.925
129,250,10,4,4,Variational Fisher,0.175
130,250,10,4,5,Sandwich,0.9
131,250,10,4,5,Variational Fisher,0.275
132,250,10,4,6,Sandwich,0.95
133,250,10,4,6,Variational Fisher,0.175
134,250,10,4,7,Sandwich,0.925
135,250,10,4,7,Variational Fisher,0.3
136,250,10,4,8,Sandwich,0.925
137,250,10,4,8,Variational Fisher,0.225
138,250,10,4,9,Sandwich,0.875
139,250,10,4,9,Variational Fisher,0.1
140,250,10,4,10,Sandwich,0.875
141,250,10,4,10,Variational Fisher,0.15
142,250,10,4,11,Sandwich,0.85
143,250,10,4,11,Variational Fisher,0.175
144,250,10,4,12,Sandwich,0.825
145,250,10,4,12,Variational Fisher,0.175
146,250,10,4,13,Sandwich,0.95
147,250,10,4,13,Variational Fisher,0.2
148,250,10,4,14,Sandwich,0.95
149,250,10,4,14,Variational Fisher,0.3
150,250,10,4,15,Sandwich,0.8
151,250,10,4,15,Variational Fisher,0.075
152,250,10,4,16,Sandwich,0.825
153,250,10,4,16,Variational Fisher,0.25
154,250,10,4,17,Sandwich,0.875
155,250,10,4,17,Variational Fisher,0.275
156,250,10,4,18,Sandwich,0.825
157,250,10,4,18,Variational Fisher,0.125
158,250,10,4,19,Sandwich,0.875
159,250,10,4,19,Variational Fisher,0.175
160,250,20,1,0,Sandwich,0.9
161,250,20,1,0,Variational Fisher,0.05
162,250,20,1,1,Sandwich,0.95
163,250,20,1,1,Variational Fisher,0.1
164,250,20,1,2,Sandwich,0.95
165,250,20,1,2,Variational Fisher,0.3
166,250,20,1,3,Sandwich,0.85
167,250,20,1,3,Variational Fisher,0.25
168,250,20,1,4,Sandwich,0.95
169,250,20,1,4,Variational Fisher,0.25
170,250,20,1,5,Sandwich,1.0
171,250,20,1,5,Variational Fisher,0.4
172,250,20,1,6,Sandwich,0.9
173,250,20,1,6,Variational Fisher,0.35
174,250,20,1,7,Sandwich,0.95
175,250,20,1,7,Variational Fisher,0.2
176,250,20,1,8,Sandwich,0.95
177,250,20,1,8,Variational Fisher,0.25
178,250,20,1,9,Sandwich,0.9
179,250,20,1,9,Variational Fisher,0.05
180,250,20,1,10,Sandwich,0.85
181,250,20,1,10,Variational Fisher,0.15
182,250,20,1,11,Sandwich,0.85
183,250,20,1,11,Variational Fisher,0.05
184,250,20,1,12,Sandwich,1.0
185,250,20,1,12,Variational Fisher,0.25
186,250,20,1,13,Sandwich,1.0
187,250,20,1,13,Variational Fisher,0.35
188,250,20,1,14,Sandwich,0.95
189,250,20,1,14,Variational Fisher,0.25
190,250,20,1,15,Sandwich,0.95
191,250,20,1,15,Variational Fisher,0.2
192,250,20,1,16,Sandwich,0.95
193,250,20,1,16,Variational Fisher,0.2
194,250,20,1,17,Sandwich,0.95
195,250,20,1,17,Variational Fisher,0.15
196,250,20,1,18,Sandwich,0.9
197,250,20,1,18,Variational Fisher,0.25
198,250,20,1,19,Sandwich,0.8
199,250,20,1,19,Variational Fisher,0.0
200,250,20,2,0,Sandwich,0.875
201,250,20,2,0,Variational Fisher,0.15
202,250,20,2,1,Sandwich,0.9
203,250,20,2,1,Variational Fisher,0.325
204,250,20,2,2,Sandwich,0.925
205,250,20,2,2,Variational Fisher,0.225
206,250,20,2,3,Sandwich,0.925
207,250,20,2,3,Variational Fisher,0.25
208,250,20,2,4,Sandwich,0.875
209,250,20,2,4,Variational Fisher,0.15
210,250,20,2,5,Sandwich,0.85
211,250,20,2,5,Variational Fisher,0.125
212,250,20,2,6,Sandwich,0.975
213,250,20,2,6,Variational Fisher,0.2
214,250,20,2,7,Sandwich,0.975
215,250,20,2,7,Variational Fisher,0.25
216,250,20,2,8,Sandwich,0.925
217,250,20,2,8,Variational Fisher,0.225
218,250,20,2,9,Sandwich,0.85
219,250,20,2,9,Variational Fisher,0.15
220,250,20,2,10,Sandwich,0.975
221,250,20,2,10,Variational Fisher,0.125
222,250,20,2,11,Sandwich,0.875
223,250,20,2,11,Variational Fisher,0.125
224,250,20,2,12,Sandwich,0.9
225,250,20,2,12,Variational Fisher,0.275
226,250,20,2,13,Sandwich,0.95
227,250,20,2,13,Variational Fisher,0.325
228,250,20,2,14,Sandwich,0.9
229,250,20,2,14,Variational Fisher,0.275
230,250,20,2,15,Sandwich,0.9
231,250,20,2,15,Variational Fisher,0.125
232,250,20,2,16,Sandwich,0.9
233,250,20,2,16,Variational Fisher,0.15
234,250,20,2,17,Sandwich,0.8
235,250,20,2,17,Variational Fisher,0.275
236,250,20,2,18,Sandwich,0.95
237,250,20,2,18,Variational Fisher,0.125
238,250,20,2,19,Sandwich,0.825
239,250,20,2,19,Variational Fisher,0.2
240,250,20,3,0,Sandwich,0.8666666666666667
241,250,20,3,0,Variational Fisher,0.26666666666666666
242,250,20,3,1,Sandwich,0.85
243,250,20,3,1,Variational Fisher,0.2
244,250,20,3,2,Sandwich,0.8166666666666667
245,250,20,3,2,Variational Fisher,0.13333333333333333
246,250,20,3,3,Sandwich,0.7833333333333333
247,250,20,3,3,Variational Fisher,0.16666666666666666
248,250,20,3,4,Sandwich,0.8833333333333333
249,250,20,3,4,Variational Fisher,0.21666666666666667
250,250,20,3,5,Sandwich,0.8
251,250,20,3,5,Variational Fisher,0.16666666666666666
252,250,20,3,6,Sandwich,0.85
253,250,20,3,6,Variational Fisher,0.21666666666666667
254,250,20,3,7,Sandwich,0.9333333333333333
255,250,20,3,7,Variational Fisher,0.16666666666666666
256,250,20,3,8,Sandwich,0.9
257,250,20,3,8,Variational Fisher,0.18333333333333332
258,250,20,3,9,Sandwich,0.7333333333333333
259,250,20,3,9,Variational Fisher,0.16666666666666666
260,250,20,3,10,Sandwich,0.85
261,250,20,3,10,Variational Fisher,0.38333333333333336
262,250,20,3,11,Sandwich,0.7833333333333333
263,250,20,3,11,Variational Fisher,0.21666666666666667
264,250,20,3,12,Sandwich,0.8833333333333333
265,250,20,3,12,Variational Fisher,0.16666666666666666
266,250,20,3,13,Sandwich,0.9
267,250,20,3,13,Variational Fisher,0.26666666666666666
268,250,20,3,14,Sandwich,0.85
269,250,20,3,14,Variational Fisher,0.21666666666666667
270,250,20,3,15,Sandwich,0.8
271,250,20,3,15,Variational Fisher,0.25
272,250,20,3,16,Sandwich,0.7333333333333333
273,250,20,3,16,Variational Fisher,0.15
274,250,20,3,17,Sandwich,0.9166666666666666
275,250,20,3,17,Variational Fisher,0.11666666666666667
276,250,20,3,18,Sandwich,0.8333333333333334
277,250,20,3,18,Variational Fisher,0.18333333333333332
278,250,20,3,19,Sandwich,0.7666666666666667
279,250,20,3,19,Variational Fisher,0.1
280,250,20,4,0,Sandwich,0.9125
281,250,20,4,0,Variational Fisher,0.2375
282,250,20,4,1,Sandwich,0.8375
283,250,20,4,1,Variational Fisher,0.275
284,250,20,4,2,Sandwich,0.8125
285,250,20,4,2,Variational Fisher,0.2625
286,250,20,4,3,Sandwich,0.775
287,250,20,4,3,Variational Fisher,0.15
288,250,20,4,4,Sandwich,0.7875
289,250,20,4,4,Variational Fisher,0.175
290,250,20,4,5,Sandwich,0.8625
291,250,20,4,5,Variational Fisher,0.225
292,250,20,4,6,Sandwich,0.825
293,250,20,4,6,Variational Fisher,0.25
294,250,20,4,7,Sandwich,0.85
295,250,20,4,7,Variational Fisher,0.2125
296,250,20,4,8,Sandwich,0.8
297,250,20,4,8,Variational Fisher,0.1625
298,250,20,4,9,Sandwich,0.775
299,250,20,4,9,Variational Fisher,0.2
300,250,20,4,10,Sandwich,0.7875
301,250,20,4,10,Variational Fisher,0.1875
302,250,20,4,11,Sandwich,0.6875
303,250,20,4,11,Variational Fisher,0.2375
304,250,20,4,12,Sandwich,0.7125
305,250,20,4,12,Variational Fisher,0.2
306,250,20,4,13,Sandwich,0.825
307,250,20,4,13,Variational Fisher,0.275
308,250,20,4,14,Sandwich,0.8375
309,250,20,4,14,Variational Fisher,0.2125
310,250,20,4,15,Sandwich,0.7125
311,250,20,4,15,Variational Fisher,0.2375
312,250,20,4,16,Sandwich,0.775
313,250,20,4,16,Variational Fisher,0.25
314,250,20,4,17,Sandwich,0.85
315,250,20,4,17,Variational Fisher,0.275
316,250,20,4,18,Sandwich,0.925
317,250,20,4,18,Variational Fisher,0.3125
318,250,20,4,19,Sandwich,0.725
319,250,20,4,19,Variational Fisher,0.2125
320,250,40,1,0,Sandwich,0.825
321,250,40,1,0,Variational Fisher,0.15
322,250,40,1,1,Sandwich,0.85
323,250,40,1,1,Variational Fisher,0.275
324,250,40,1,2,Sandwich,0.875
325,250,40,1,2,Variational Fisher,0.125
326,250,40,1,3,Sandwich,0.775
327,250,40,1,3,Variational Fisher,0.1
328,250,40,1,4,Sandwich,0.85
329,250,40,1,4,Variational Fisher,0.075
330,250,40,1,5,Sandwich,0.875
331,250,40,1,5,Variational Fisher,0.25
332,250,40,1,6,Sandwich,0.8
333,250,40,1,6,Variational Fisher,0.05
334,250,40,1,7,Sandwich,0.8
335,250,40,1,7,Variational Fisher,0.075
336,250,40,1,8,Sandwich,0.95
337,250,40,1,8,Variational Fisher,0.2
338,250,40,1,9,Sandwich,0.925
339,250,40,1,9,Variational Fisher,0.15
340,250,40,1,10,Sandwich,0.975
341,250,40,1,10,Variational Fisher,0.25
342,250,40,1,11,Sandwich,0.875
343,250,40,1,11,Variational Fisher,0.175
344,250,40,1,12,Sandwich,0.825
345,250,40,1,12,Variational Fisher,0.15
346,250,40,1,13,Sandwich,0.925
347,250,40,1,13,Variational Fisher,0.2
348,250,40,1,14,Sandwich,0.875
349,250,40,1,14,Variational Fisher,0.175
350,250,40,1,15,Sandwich,0.8
351,250,40,1,15,Variational Fisher,0.075
352,250,40,1,16,Sandwich,0.925
353,250,40,1,16,Variational Fisher,0.2
354,250,40,1,17,Sandwich,0.875
355,250,40,1,17,Variational Fisher,0.175
356,250,40,1,18,Sandwich,1.0
357,250,40,1,18,Variational Fisher,0.125
358,250,40,1,19,Sandwich,0.875
359,250,40,1,19,Variational Fisher,0.125
360,250,40,2,0,Sandwich,0.775
361,250,40,2,0,Variational Fisher,0.2
362,250,40,2,1,Sandwich,0.8
363,250,40,2,1,Variational Fisher,0.1875
364,250,40,2,2,Sandwich,0.925
365,250,40,2,2,Variational Fisher,0.25
366,250,40,2,3,Sandwich,0.725
367,250,40,2,3,Variational Fisher,0.2125
368,250,40,2,4,Sandwich,0.8125
369,250,40,2,4,Variational Fisher,0.15
370,250,40,2,5,Sandwich,0.875
371,250,40,2,5,Variational Fisher,0.225
372,250,40,2,6,Sandwich,0.8375
373,250,40,2,6,Variational Fisher,0.15
374,250,40,2,7,Sandwich,0.725
375,250,40,2,7,Variational Fisher,0.2375
376,250,40,2,8,Sandwich,0.75
377,250,40,2,8,Variational Fisher,0.2125
378,250,40,2,9,Sandwich,0.7375
379,250,40,2,9,Variational Fisher,0.175
380,250,40,2,10,Sandwich,0.9
381,250,40,2,10,Variational Fisher,0.15
382,250,40,2,11,Sandwich,0.8375
383,250,40,2,11,Variational Fisher,0.2125
384,250,40,2,12,Sandwich,0.7625
385,250,40,2,12,Variational Fisher,0.2875
386,250,40,2,13,Sandwich,0.8375
387,250,40,2,13,Variational Fisher,0.1625
388,250,40,2,14,Sandwich,0.875
389,250,40,2,14,Variational Fisher,0.275
390,250,40,2,15,Sandwich,0.9125
391,250,40,2,15,Variational Fisher,0.1875
392,250,40,2,16,Sandwich,0.7375
393,250,40,2,16,Variational Fisher,0.15
394,250,40,2,17,Sandwich,0.8125
395,250,40,2,17,Variational Fisher,0.1875
396,250,40,2,18,Sandwich,0.7875
397,250,40,2,18,Variational Fisher,0.175
398,250,40,2,19,Sandwich,0.775
399,250,40,2,19,Variational Fisher,0.175
400,250,40,3,0,Sandwich,0.725
401,250,40,3,0,Variational Fisher,0.2
402,250,40,3,1,Sandwich,0.6166666666666667
403,250,40,3,1,Variational Fisher,0.10833333333333334
404,250,40,3,2,Sandwich,0.7916666666666666
405,250,40,3,2,Variational Fisher,0.275
406,250,40,3,3,Sandwich,0.7333333333333333
407,250,40,3,3,Variational Fisher,0.24166666666666667
408,250,40,3,4,Sandwich,0.7333333333333333
409,250,40,3,4,Variational Fisher,0.175
410,250,40,3,5,Sandwich,0.7083333333333334
411,250,40,3,5,Variational Fisher,0.20833333333333334
412,250,40,3,6,Sandwich,0.75
413,250,40,3,6,Variational Fisher,0.19166666666666668
414,250,40,3,7,Sandwich,0.7
415,250,40,3,7,Variational Fisher,0.2833333333333333
416,250,40,3,8,Sandwich,0.8
417,250,40,3,8,Variational Fisher,0.175
418,250,40,3,9,Sandwich,0.7
419,250,40,3,9,Variational Fisher,0.15833333333333333
420,250,40,3,10,Sandwich,0.7166666666666667
421,250,40,3,10,Variational Fisher,0.15833333333333333
422,250,40,3,11,Sandwich,0.725
423,250,40,3,11,Variational Fisher,0.19166666666666668
424,250,40,3,12,Sandwich,0.6666666666666666
425,250,40,3,12,Variational Fisher,0.14166666666666666
426,250,40,3,13,Sandwich,0.7
427,250,40,3,13,Variational Fisher,0.20833333333333334
428,250,40,3,14,Sandwich,0.625
429,250,40,3,14,Variational Fisher,0.225
430,250,40,3,15,Sandwich,0.6833333333333333
431,250,40,3,15,Variational Fisher,0.2
432,250,40,3,16,Sandwich,0.7333333333333333
433,250,40,3,16,Variational Fisher,0.19166666666666668
434,250,40,3,17,Sandwich,0.5666666666666667
435,250,40,3,17,Variational Fisher,0.15
436,250,40,3,18,Sandwich,0.775
437,250,40,3,18,Variational Fisher,0.175
438,250,40,3,19,Sandwich,0.6333333333333333
439,250,40,3,19,Variational Fisher,0.16666666666666666
440,250,40,4,0,Sandwich,0.70625
441,250,40,4,0,Variational Fisher,0.2
442,250,40,4,1,Sandwich,0.7125
443,250,40,4,1,Variational Fisher,0.275
444,250,40,4,2,Sandwich,0.7
445,250,40,4,2,Variational Fisher,0.1875
446,250,40,4,3,Sandwich,0.675
447,250,40,4,3,Variational Fisher,0.26875
448,250,40,4,4,Sandwich,0.61875
449,250,40,4,4,Variational Fisher,0.2125
450,250,40,4,5,Sandwich,0.6875
451,250,40,4,5,Variational Fisher,0.25
452,250,40,4,6,Sandwich,0.63125
453,250,40,4,6,Variational Fisher,0.19375
454,250,40,4,7,Sandwich,0.63125
455,250,40,4,7,Variational Fisher,0.225
456,250,40,4,8,Sandwich,0.65625
457,250,40,4,8,Variational Fisher,0.24375
458,250,40,4,9,Sandwich,0.51875
459,250,40,4,9,Variational Fisher,0.225
460,250,40,4,10,Sandwich,0.575
461,250,40,4,10,Variational Fisher,0.1875
462,250,40,4,11,Sandwich,0.73125
463,250,40,4,11,Variational Fisher,0.2375
464,250,40,4,12,Sandwich,0.5875
465,250,40,4,12,Variational Fisher,0.225
466,250,40,4,13,Sandwich,0.78125
467,250,40,4,13,Variational Fisher,0.26875
468,250,40,4,14,Sandwich,0.63125
469,250,40,4,14,Variational Fisher,0.16875
470,250,40,4,15,Sandwich,0.55625
471,250,40,4,15,Variational Fisher,0.20625
472,250,40,4,16,Sandwich,0.6125
473,250,40,4,16,Variational Fisher,0.20625
474,250,40,4,17,Sandwich,0.56875
475,250,40,4,17,Variational Fisher,0.18125
476,250,40,4,18,Sandwich,0.575
477,250,40,4,18,Variational Fisher,0.2
478,250,40,4,19,Sandwich,0.5875
479,250,40,4,19,Variational Fisher,0.23125
480,500,10,1,0,Sandwich,0.9
481,500,10,1,0,Variational Fisher,0.3
482,500,10,1,1,Sandwich,1.0
483,500,10,1,1,Variational Fisher,0.3
484,500,10,1,2,Sandwich,0.9
485,500,10,1,2,Variational Fisher,0.5
486,500,10,1,3,Sandwich,1.0
487,500,10,1,3,Variational Fisher,0.1
488,500,10,1,4,Sandwich,1.0
489,500,10,1,4,Variational Fisher,0.2
490,500,10,1,5,Sandwich,1.0
491,500,10,1,5,Variational Fisher,0.3
492,500,10,1,6,Sandwich,1.0
493,500,10,1,6,Variational Fisher,0.4
494,500,10,1,7,Sandwich,1.0
495,500,10,1,7,Variational Fisher,0.0
496,500,10,1,8,Sandwich,1.0
497,500,10,1,8,Variational Fisher,0.5
498,500,10,1,9,Sandwich,0.9
499,500,10,1,9,Variational Fisher,0.1
500,500,10,1,10,Sandwich,1.0
501,500,10,1,10,Variational Fisher,0.0
502,500,10,1,11,Sandwich,0.9
503,500,10,1,11,Variational Fisher,0.0
504,500,10,1,12,Sandwich,1.0
505,500,10,1,12,Variational Fisher,0.3
506,500,10,1,13,Sandwich,1.0
507,500,10,1,13,Variational Fisher,0.1
508,500,10,1,14,Sandwich,1.0
509,500,10,1,14,Variational Fisher,0.3
510,500,10,1,15,Sandwich,0.8
511,500,10,1,15,Variational Fisher,0.0
512,500,10,1,16,Sandwich,1.0
513,500,10,1,16,Variational Fisher,0.3
514,500,10,1,17,Sandwich,0.9
515,500,10,1,17,Variational Fisher,0.1
516,500,10,1,18,Sandwich,1.0
517,500,10,1,18,Variational Fisher,0.1
518,500,10,1,19,Sandwich,1.0
519,500,10,1,19,Variational Fisher,0.0
520,500,10,2,0,Sandwich,0.9
521,500,10,2,0,Variational Fisher,0.05
522,500,10,2,1,Sandwich,0.95
523,500,10,2,1,Variational Fisher,0.2
524,500,10,2,2,Sandwich,0.95
525,500,10,2,2,Variational Fisher,0.3
526,500,10,2,3,Sandwich,0.9
527,500,10,2,3,Variational Fisher,0.15
528,500,10,2,4,Sandwich,0.95
529,500,10,2,4,Variational Fisher,0.15
530,500,10,2,5,Sandwich,0.75
531,500,10,2,5,Variational Fisher,0.2
532,500,10,2,6,Sandwich,1.0
533,500,10,2,6,Variational Fisher,0.35
534,500,10,2,7,Sandwich,0.95
535,500,10,2,7,Variational Fisher,0.05
536,500,10,2,8,Sandwich,1.0
537,500,10,2,8,Variational Fisher,0.2
538,500,10,2,9,Sandwich,0.95
539,500,10,2,9,Variational Fisher,0.2
540,500,10,2,10,Sandwich,0.95
541,500,10,2,10,Variational Fisher,0.0
542,500,10,2,11,Sandwich,0.85
543,500,10,2,11,Variational Fisher,0.1
544,500,10,2,12,Sandwich,1.0
545,500,10,2,12,Variational Fisher,0.15
546,500,10,2,13,Sandwich,0.95
547,500,10,2,13,Variational Fisher,0.15
548,500,10,2,14,Sandwich,0.9
549,500,10,2,14,Variational Fisher,0.2
550,500,10,2,15,Sandwich,0.95
551,500,10,2,15,Variational Fisher,0.25
552,500,10,2,16,Sandwich,0.9
553,500,10,2,16,Variational Fisher,0.3
554,500,10,2,17,Sandwich,1.0
555,500,10,2,17,Variational Fisher,0.15
556,500,10,2,18,Sandwich,1.0
557,500,10,2,18,Variational Fisher,0.15
558,500,10,2,19,Sandwich,0.9
559,500,10,2,19,Variational Fisher,0.1
560,500,10,3,0,Sandwich,0.9666666666666667
561,500,10,3,0,Variational Fisher,0.13333333333333333
562,500,10,3,1,Sandwich,0.9
563,500,10,3,1,Variational Fisher,0.13333333333333333
564,500,10,3,2,Sandwich,0.9666666666666667
565,500,10,3,2,Variational Fisher,0.23333333333333334
566,500,10,3,3,Sandwich,0.8666666666666667
567,500,10,3,3,Variational Fisher,0.23333333333333334
568,500,10,3,4,Sandwich,0.9
569,500,10,3,4,Variational Fisher,0.2
570,500,10,3,5,Sandwich,0.9
571,500,10,3,5,Variational Fisher,0.16666666666666666
572,500,10,3,6,Sandwich,0.9666666666666667
573,500,10,3,6,Variational Fisher,0.16666666666666666
